#
#
# US Geological Survey, Water Resources Data
# retrieved: 2018-01-27 14:24:44 EST      (vaww01)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 02091500 CONTENTNEA CREEK AT HOOKERTON, NC
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		85389	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
USGS	02091500	00060	85389	1965	10	131.9
USGS	02091500	00060	85389	1965	11	119.6
USGS	02091500	00060	85389	1965	12	131.8
USGS	02091500	00060	85389	1966	1	386.8
USGS	02091500	00060	85389	1966	2	1280
USGS	02091500	00060	85389	1966	3	2388
USGS	02091500	00060	85389	1966	4	408.2
USGS	02091500	00060	85389	1966	5	750.1
USGS	02091500	00060	85389	1966	6	994.0
USGS	02091500	00060	85389	1966	7	292.3
USGS	02091500	00060	85389	1966	8	1483
USGS	02091500	00060	85389	1966	9	326.4
USGS	02091500	00060	85389	1966	10	172.4
USGS	02091500	00060	85389	1966	11	165.5
USGS	02091500	00060	85389	1966	12	367.1
USGS	02091500	00060	85389	1967	1	1308
USGS	02091500	00060	85389	1967	2	1466
USGS	02091500	00060	85389	1967	3	738.6
USGS	02091500	00060	85389	1967	4	332.6
USGS	02091500	00060	85389	1967	5	305.4
USGS	02091500	00060	85389	1967	6	172.1
USGS	02091500	00060	85389	1967	7	253.9
USGS	02091500	00060	85389	1967	8	1255
USGS	02091500	00060	85389	1967	9	968.8
USGS	02091500	00060	85389	1967	10	297.4
USGS	02091500	00060	85389	1967	11	270.8
USGS	02091500	00060	85389	1967	12	926.8
USGS	02091500	00060	85389	1968	1	1876
USGS	02091500	00060	85389	1968	2	544.3
USGS	02091500	00060	85389	1968	3	836.8
USGS	02091500	00060	85389	1968	4	508.7
USGS	02091500	00060	85389	1968	5	241.9
USGS	02091500	00060	85389	1968	6	826.8
USGS	02091500	00060	85389	1968	7	386.3
USGS	02091500	00060	85389	1968	8	169.1
USGS	02091500	00060	85389	1968	9	64.3
USGS	02091500	00060	85389	1968	10	98.3
USGS	02091500	00060	85389	1968	11	280.2
USGS	02091500	00060	85389	1968	12	313.3
USGS	02091500	00060	85389	1969	1	565.7
USGS	02091500	00060	85389	1969	2	1292
USGS	02091500	00060	85389	1969	3	2179
USGS	02091500	00060	85389	1969	4	1343
USGS	02091500	00060	85389	1969	5	718.0
USGS	02091500	00060	85389	1969	6	777.1
USGS	02091500	00060	85389	1969	7	600.6
USGS	02091500	00060	85389	1969	8	1743
USGS	02091500	00060	85389	1969	9	347.2
USGS	02091500	00060	85389	1969	10	511.0
USGS	02091500	00060	85389	1969	11	667.5
USGS	02091500	00060	85389	1969	12	615.1
USGS	02091500	00060	85389	1970	1	775.7
USGS	02091500	00060	85389	1970	2	1502
USGS	02091500	00060	85389	1970	3	931.1
USGS	02091500	00060	85389	1970	4	1145
USGS	02091500	00060	85389	1970	5	378.6
USGS	02091500	00060	85389	1970	6	104.4
USGS	02091500	00060	85389	1970	7	257.3
USGS	02091500	00060	85389	1970	8	371.9
USGS	02091500	00060	85389	1970	9	104.3
USGS	02091500	00060	85389	1970	10	111.2
USGS	02091500	00060	85389	1970	11	240.5
USGS	02091500	00060	85389	1970	12	288.5
USGS	02091500	00060	85389	1971	1	799.9
USGS	02091500	00060	85389	1971	2	1920
USGS	02091500	00060	85389	1971	3	2379
USGS	02091500	00060	85389	1971	4	1489
USGS	02091500	00060	85389	1971	5	556.1
USGS	02091500	00060	85389	1971	6	166.3
USGS	02091500	00060	85389	1971	7	323.8
USGS	02091500	00060	85389	1971	8	247.7
USGS	02091500	00060	85389	1971	9	154.1
USGS	02091500	00060	85389	1971	10	1571
USGS	02091500	00060	85389	1971	11	993.8
USGS	02091500	00060	85389	1971	12	635.7
USGS	02091500	00060	85389	1972	1	1083
USGS	02091500	00060	85389	1972	2	1943
USGS	02091500	00060	85389	1972	3	1042
USGS	02091500	00060	85389	1972	4	746.9
USGS	02091500	00060	85389	1972	5	997.7
USGS	02091500	00060	85389	1972	6	375.8
USGS	02091500	00060	85389	1972	7	268.5
USGS	02091500	00060	85389	1972	8	407.8
USGS	02091500	00060	85389	1972	9	305.4
USGS	02091500	00060	85389	1972	10	261.7
USGS	02091500	00060	85389	1972	11	703.7
USGS	02091500	00060	85389	1972	12	1342
USGS	02091500	00060	85389	1973	1	1194
USGS	02091500	00060	85389	1973	2	2247
USGS	02091500	00060	85389	1973	3	1510
USGS	02091500	00060	85389	1973	4	1960
USGS	02091500	00060	85389	1973	5	522.3
USGS	02091500	00060	85389	1973	6	587.4
USGS	02091500	00060	85389	1973	7	509.1
USGS	02091500	00060	85389	1973	8	238.1
USGS	02091500	00060	85389	1973	9	98.0
USGS	02091500	00060	85389	1973	10	65.3
USGS	02091500	00060	85389	1973	11	58.7
USGS	02091500	00060	85389	1973	12	408.7
USGS	02091500	00060	85389	1974	1	721.3
USGS	02091500	00060	85389	1974	2	1656
USGS	02091500	00060	85389	1974	3	1141
USGS	02091500	00060	85389	1974	4	2003
USGS	02091500	00060	85389	1974	5	469.4
USGS	02091500	00060	85389	1974	6	467.3
USGS	02091500	00060	85389	1974	7	243.2
USGS	02091500	00060	85389	1974	8	1743
USGS	02091500	00060	85389	1974	9	586.4
USGS	02091500	00060	85389	1974	10	287.8
USGS	02091500	00060	85389	1974	11	280.9
USGS	02091500	00060	85389	1974	12	815.9
USGS	02091500	00060	85389	1975	1	2195
USGS	02091500	00060	85389	1975	2	2347
USGS	02091500	00060	85389	1975	3	2052
USGS	02091500	00060	85389	1975	4	1007
USGS	02091500	00060	85389	1975	5	456.1
USGS	02091500	00060	85389	1975	6	322.5
USGS	02091500	00060	85389	1975	7	858.2
USGS	02091500	00060	85389	1975	8	149.1
USGS	02091500	00060	85389	1975	9	453.3
USGS	02091500	00060	85389	1975	10	362.8
USGS	02091500	00060	85389	1975	11	306.0
USGS	02091500	00060	85389	1975	12	628.5
USGS	02091500	00060	85389	1976	1	1383
USGS	02091500	00060	85389	1976	2	1877
USGS	02091500	00060	85389	1976	3	590.7
USGS	02091500	00060	85389	1976	4	349.1
USGS	02091500	00060	85389	1976	5	286.5
USGS	02091500	00060	85389	1976	6	403.6
USGS	02091500	00060	85389	1976	7	178.1
USGS	02091500	00060	85389	1976	8	83.6
USGS	02091500	00060	85389	1976	9	80.4
USGS	02091500	00060	85389	1976	10	84.7
USGS	02091500	00060	85389	1976	11	162.4
USGS	02091500	00060	85389	1976	12	550.8
USGS	02091500	00060	85389	1977	1	1086
USGS	02091500	00060	85389	1977	2	524.8
USGS	02091500	00060	85389	1977	3	1805
USGS	02091500	00060	85389	1977	4	592.9
USGS	02091500	00060	85389	1977	5	347.0
USGS	02091500	00060	85389	1977	6	278.9
USGS	02091500	00060	85389	1977	7	80.5
USGS	02091500	00060	85389	1977	8	157.6
USGS	02091500	00060	85389	1977	9	418.7
USGS	02091500	00060	85389	1977	10	158.7
USGS	02091500	00060	85389	1977	11	1431
USGS	02091500	00060	85389	1977	12	878.8
USGS	02091500	00060	85389	1978	1	2207
USGS	02091500	00060	85389	1978	2	1115
USGS	02091500	00060	85389	1978	3	1647
USGS	02091500	00060	85389	1978	4	1403
USGS	02091500	00060	85389	1978	5	2028
USGS	02091500	00060	85389	1978	6	455.8
USGS	02091500	00060	85389	1978	7	585.1
USGS	02091500	00060	85389	1978	8	333.0
USGS	02091500	00060	85389	1978	9	114.4
USGS	02091500	00060	85389	1978	10	66.2
USGS	02091500	00060	85389	1978	11	170.0
USGS	02091500	00060	85389	1978	12	629.6
USGS	02091500	00060	85389	1979	1	1469
USGS	02091500	00060	85389	1979	2	1021
USGS	02091500	00060	85389	1979	3	2645
USGS	02091500	00060	85389	1979	4	954.9
USGS	02091500	00060	85389	1979	5	1356
USGS	02091500	00060	85389	1979	6	1594
USGS	02091500	00060	85389	1979	7	266.1
USGS	02091500	00060	85389	1979	8	100.4
USGS	02091500	00060	85389	1979	9	1534
USGS	02091500	00060	85389	1979	10	403.1
USGS	02091500	00060	85389	1979	11	824.5
USGS	02091500	00060	85389	1979	12	804.0
USGS	02091500	00060	85389	1980	1	993.5
USGS	02091500	00060	85389	1980	2	1149
USGS	02091500	00060	85389	1980	3	2048
USGS	02091500	00060	85389	1980	4	1251
USGS	02091500	00060	85389	1980	5	558.6
USGS	02091500	00060	85389	1980	6	166.6
USGS	02091500	00060	85389	1980	7	107.8
USGS	02091500	00060	85389	1980	8	73.4
USGS	02091500	00060	85389	1980	9	64.6
USGS	02091500	00060	85389	1980	10	126.1
USGS	02091500	00060	85389	1980	11	193.1
USGS	02091500	00060	85389	1980	12	273.6
USGS	02091500	00060	85389	1981	1	327.8
USGS	02091500	00060	85389	1981	2	594.6
USGS	02091500	00060	85389	1981	3	382.3
USGS	02091500	00060	85389	1981	4	210.6
USGS	02091500	00060	85389	1981	5	99.1
USGS	02091500	00060	85389	1981	6	316.9
USGS	02091500	00060	85389	1981	7	97.7
USGS	02091500	00060	85389	1981	8	470.9
USGS	02091500	00060	85389	1981	9	137.9
USGS	02091500	00060	85389	1981	10	51.8
USGS	02091500	00060	85389	1981	11	64.4
USGS	02091500	00060	85389	1981	12	215.0
USGS	02091500	00060	85389	1982	1	1198
USGS	02091500	00060	85389	1982	2	1655
USGS	02091500	00060	85389	1982	3	1323
USGS	02091500	00060	85389	1982	4	504.4
USGS	02091500	00060	85389	1982	5	545.4
USGS	02091500	00060	85389	1982	6	959.1
USGS	02091500	00060	85389	1982	7	461.7
USGS	02091500	00060	85389	1982	8	1068
USGS	02091500	00060	85389	1982	9	195.3
USGS	02091500	00060	85389	1982	10	256.5
USGS	02091500	00060	85389	1982	11	488.7
USGS	02091500	00060	85389	1982	12	861.5
USGS	02091500	00060	85389	1983	1	1120
USGS	02091500	00060	85389	1983	2	2485
USGS	02091500	00060	85389	1983	3	2762
USGS	02091500	00060	85389	1983	4	2368
USGS	02091500	00060	85389	1983	5	892.6
USGS	02091500	00060	85389	1983	6	689.1
USGS	02091500	00060	85389	1983	7	241.9
USGS	02091500	00060	85389	1983	8	53.5
USGS	02091500	00060	85389	1983	9	68.2
USGS	02091500	00060	85389	1983	10	49.4
USGS	02091500	00060	85389	1983	11	88.8
USGS	02091500	00060	85389	1983	12	873.8
USGS	02091500	00060	85389	1984	1	1158
USGS	02091500	00060	85389	1984	2	1588
USGS	02091500	00060	85389	1984	3	2288
USGS	02091500	00060	85389	1984	4	2000
USGS	02091500	00060	85389	1984	5	807.2
USGS	02091500	00060	85389	1984	6	1230
USGS	02091500	00060	85389	1984	7	1975
USGS	02091500	00060	85389	1984	8	1324
USGS	02091500	00060	85389	1984	9	1041
USGS	02091500	00060	85389	1984	10	281.1
USGS	02091500	00060	85389	1984	11	224.5
USGS	02091500	00060	85389	1984	12	481.9
USGS	02091500	00060	85389	1985	1	801.0
USGS	02091500	00060	85389	1985	2	1908
USGS	02091500	00060	85389	1985	3	704.7
USGS	02091500	00060	85389	1985	4	349.4
USGS	02091500	00060	85389	1985	5	117.1
USGS	02091500	00060	85389	1985	6	51.0
USGS	02091500	00060	85389	1985	7	115.9
USGS	02091500	00060	85389	1985	8	482.0
USGS	02091500	00060	85389	1985	9	87.0
USGS	02091500	00060	85389	1985	10	146.2
USGS	02091500	00060	85389	1985	11	203.4
USGS	02091500	00060	85389	1985	12	575.5
USGS	02091500	00060	85389	1986	1	308.4
USGS	02091500	00060	85389	1986	2	398.4
USGS	02091500	00060	85389	1986	3	464.9
USGS	02091500	00060	85389	1986	4	201.9
USGS	02091500	00060	85389	1986	5	82.9
USGS	02091500	00060	85389	1986	6	38.5
USGS	02091500	00060	85389	1986	7	131.7
USGS	02091500	00060	85389	1986	8	650.6
USGS	02091500	00060	85389	1986	9	438.9
USGS	02091500	00060	85389	1986	10	53.8
USGS	02091500	00060	85389	1986	11	101.8
USGS	02091500	00060	85389	1986	12	411.9
USGS	02091500	00060	85389	1987	1	2610
USGS	02091500	00060	85389	1987	2	1361
USGS	02091500	00060	85389	1987	3	2812
USGS	02091500	00060	85389	1987	4	2054
USGS	02091500	00060	85389	1987	5	746.0
USGS	02091500	00060	85389	1987	6	108.6
USGS	02091500	00060	85389	1987	7	64.6
USGS	02091500	00060	85389	1987	8	63.2
USGS	02091500	00060	85389	1987	9	134.6
USGS	02091500	00060	85389	1987	10	56.1
USGS	02091500	00060	85389	1987	11	61.7
USGS	02091500	00060	85389	1987	12	183.6
USGS	02091500	00060	85389	1988	1	545.2
USGS	02091500	00060	85389	1988	2	611.6
USGS	02091500	00060	85389	1988	3	489.0
USGS	02091500	00060	85389	1988	4	526.0
USGS	02091500	00060	85389	1988	5	310.0
USGS	02091500	00060	85389	1988	6	220.2
USGS	02091500	00060	85389	1988	7	76.4
USGS	02091500	00060	85389	1988	8	79.5
USGS	02091500	00060	85389	1988	9	192.4
USGS	02091500	00060	85389	1988	10	218.2
USGS	02091500	00060	85389	1988	11	545.2
USGS	02091500	00060	85389	1988	12	302.1
USGS	02091500	00060	85389	1989	1	464.8
USGS	02091500	00060	85389	1989	2	639.4
USGS	02091500	00060	85389	1989	3	3491
USGS	02091500	00060	85389	1989	4	2752
USGS	02091500	00060	85389	1989	5	3363
USGS	02091500	00060	85389	1989	6	1708
USGS	02091500	00060	85389	1989	7	1532
USGS	02091500	00060	85389	1989	8	1197
USGS	02091500	00060	85389	1989	9	377.6
USGS	02091500	00060	85389	1989	10	1004
USGS	02091500	00060	85389	1989	11	1005
USGS	02091500	00060	85389	1989	12	1866
USGS	02091500	00060	85389	1990	1	1289
USGS	02091500	00060	85389	1990	2	1260
USGS	02091500	00060	85389	1990	3	1289
USGS	02091500	00060	85389	1990	4	1559
USGS	02091500	00060	85389	1990	5	762.3
USGS	02091500	00060	85389	1990	6	437.2
USGS	02091500	00060	85389	1990	7	111.7
USGS	02091500	00060	85389	1990	8	563.7
USGS	02091500	00060	85389	1990	9	265.3
USGS	02091500	00060	85389	1990	10	126.0
USGS	02091500	00060	85389	1990	11	179.1
USGS	02091500	00060	85389	1990	12	327.5
USGS	02091500	00060	85389	1991	1	852.2
USGS	02091500	00060	85389	1991	2	536.8
USGS	02091500	00060	85389	1991	3	821.4
USGS	02091500	00060	85389	1991	4	825.0
USGS	02091500	00060	85389	1991	5	596.5
USGS	02091500	00060	85389	1991	6	225.1
USGS	02091500	00060	85389	1991	7	236.4
USGS	02091500	00060	85389	1991	8	1830
USGS	02091500	00060	85389	1991	9	556.8
USGS	02091500	00060	85389	1991	10	346.8
USGS	02091500	00060	85389	1991	11	235.8
USGS	02091500	00060	85389	1991	12	294.6
USGS	02091500	00060	85389	1992	1	1743
USGS	02091500	00060	85389	1992	2	760.2
USGS	02091500	00060	85389	1992	3	1089
USGS	02091500	00060	85389	1992	4	678.8
USGS	02091500	00060	85389	1992	5	264.3
USGS	02091500	00060	85389	1992	6	406.3
USGS	02091500	00060	85389	1992	7	483.5
USGS	02091500	00060	85389	1992	8	2095
USGS	02091500	00060	85389	1992	9	270.7
USGS	02091500	00060	85389	1992	10	341.1
USGS	02091500	00060	85389	1992	11	1104
USGS	02091500	00060	85389	1992	12	2007
USGS	02091500	00060	85389	1993	1	2626
USGS	02091500	00060	85389	1993	2	961.1
USGS	02091500	00060	85389	1993	3	2113
USGS	02091500	00060	85389	1993	4	1901
USGS	02091500	00060	85389	1993	5	436.3
USGS	02091500	00060	85389	1993	6	151.6
USGS	02091500	00060	85389	1993	7	66.1
USGS	02091500	00060	85389	1993	8	51.0
USGS	02091500	00060	85389	1993	9	209.1
USGS	02091500	00060	85389	1993	10	117.8
USGS	02091500	00060	85389	1993	11	190.0
USGS	02091500	00060	85389	1993	12	602.0
USGS	02091500	00060	85389	1994	1	962.8
USGS	02091500	00060	85389	1994	2	1408
USGS	02091500	00060	85389	1994	3	2199
USGS	02091500	00060	85389	1994	4	753.9
USGS	02091500	00060	85389	1994	5	233.9
USGS	02091500	00060	85389	1994	6	61.8
USGS	02091500	00060	85389	1994	7	113.5
USGS	02091500	00060	85389	1994	8	135.7
USGS	02091500	00060	85389	1994	9	115.7
USGS	02091500	00060	85389	1994	11	106.6
USGS	02091500	00060	85389	1994	12	158.0
USGS	02091500	00060	85389	1995	1	393.3
USGS	02091500	00060	85389	1995	2	1541
USGS	02091500	00060	85389	1995	3	1867
USGS	02091500	00060	85389	1995	4	321.2
USGS	02091500	00060	85389	1995	5	208.8
USGS	02091500	00060	85389	1995	6	1770
USGS	02091500	00060	85389	1995	7	1369
USGS	02091500	00060	85389	1995	8	172.6
USGS	02091500	00060	85389	1995	9	212.1
USGS	02091500	00060	85389	1995	11	1377
USGS	02091500	00060	85389	1995	12	717.9
USGS	02091500	00060	85389	1996	1	1118
USGS	02091500	00060	85389	1996	2	1724
USGS	02091500	00060	85389	1996	3	1038
USGS	02091500	00060	85389	1996	4	776.4
USGS	02091500	00060	85389	1996	5	466.3
USGS	02091500	00060	85389	1996	6	698.0
USGS	02091500	00060	85389	1996	7	911.1
USGS	02091500	00060	85389	1996	8	369.0
USGS	02091500	00060	85389	1996	9	2807
USGS	02091500	00060	85389	1996	10	1662
USGS	02091500	00060	85389	1996	11	748.8
USGS	02091500	00060	85389	1996	12	1512
USGS	02091500	00060	85389	1997	1	1354
USGS	02091500	00060	85389	1997	2	1300
USGS	02091500	00060	85389	1997	3	1101
USGS	02091500	00060	85389	1997	4	556.1
USGS	02091500	00060	85389	1997	5	777.3
USGS	02091500	00060	85389	1997	6	199.0
USGS	02091500	00060	85389	1997	7	157.7
USGS	02091500	00060	85389	1997	8	117.4
USGS	02091500	00060	85389	1997	9	90.1
USGS	02091500	00060	85389	1997	10	68.9
USGS	02091500	00060	85389	1997	11	127.8
USGS	02091500	00060	85389	1997	12	521.5
USGS	02091500	00060	85389	1998	1	1940
USGS	02091500	00060	85389	1998	2	3709
USGS	02091500	00060	85389	1998	3	2799
USGS	02091500	00060	85389	1998	4	1454
USGS	02091500	00060	85389	1998	5	640.5
USGS	02091500	00060	85389	1998	6	278.2
USGS	02091500	00060	85389	1998	7	182.2
USGS	02091500	00060	85389	1998	8	273.1
USGS	02091500	00060	85389	1998	9	534.3
USGS	02091500	00060	85389	1998	10	132.2
USGS	02091500	00060	85389	1998	11	160.8
USGS	02091500	00060	85389	1998	12	481.3
USGS	02091500	00060	85389	1999	1	2481
USGS	02091500	00060	85389	1999	2	1182
USGS	02091500	00060	85389	1999	3	643.4
USGS	02091500	00060	85389	1999	4	474.7
USGS	02091500	00060	85389	1999	5	359.8
USGS	02091500	00060	85389	1999	6	170.9
USGS	02091500	00060	85389	1999	7	152.6
USGS	02091500	00060	85389	1999	8	84.5
USGS	02091500	00060	85389	1999	9	8825
USGS	02091500	00060	85389	1999	10	4798
USGS	02091500	00060	85389	1999	11	1256
USGS	02091500	00060	85389	1999	12	697.2
USGS	02091500	00060	85389	2000	1	1294
USGS	02091500	00060	85389	2000	2	2473
USGS	02091500	00060	85389	2000	3	929.6
USGS	02091500	00060	85389	2000	4	821.6
USGS	02091500	00060	85389	2000	5	396.6
USGS	02091500	00060	85389	2000	6	197.8
USGS	02091500	00060	85389	2000	7	272.5
USGS	02091500	00060	85389	2000	8	816.5
USGS	02091500	00060	85389	2000	9	635.1
USGS	02091500	00060	85389	2000	10	613.8
USGS	02091500	00060	85389	2000	11	283.2
USGS	02091500	00060	85389	2000	12	547.6
USGS	02091500	00060	85389	2001	1	390.1
USGS	02091500	00060	85389	2001	2	541.1
USGS	02091500	00060	85389	2001	3	1298
USGS	02091500	00060	85389	2001	4	1421
USGS	02091500	00060	85389	2001	5	260.2
USGS	02091500	00060	85389	2001	6	921.7
USGS	02091500	00060	85389	2001	7	297.2
USGS	02091500	00060	85389	2001	8	574.1
USGS	02091500	00060	85389	2001	9	248.1
USGS	02091500	00060	85389	2001	10	132.6
USGS	02091500	00060	85389	2001	11	120.9
USGS	02091500	00060	85389	2001	12	163.1
USGS	02091500	00060	85389	2002	1	1009
USGS	02091500	00060	85389	2002	2	893.6
USGS	02091500	00060	85389	2002	3	621.5
USGS	02091500	00060	85389	2002	4	822.5
USGS	02091500	00060	85389	2002	5	174.6
USGS	02091500	00060	85389	2002	6	92.8
USGS	02091500	00060	85389	2002	7	100.5
USGS	02091500	00060	85389	2002	8	114.9
USGS	02091500	00060	85389	2002	9	604.0
USGS	02091500	00060	85389	2002	10	463.3
USGS	02091500	00060	85389	2002	11	1177
USGS	02091500	00060	85389	2002	12	1154
USGS	02091500	00060	85389	2003	1	752.9
USGS	02091500	00060	85389	2003	2	1411
USGS	02091500	00060	85389	2003	3	2752
USGS	02091500	00060	85389	2003	4	2174
USGS	02091500	00060	85389	2003	5	1528
USGS	02091500	00060	85389	2003	6	952.8
USGS	02091500	00060	85389	2003	7	1300
USGS	02091500	00060	85389	2003	8	1959
USGS	02091500	00060	85389	2003	9	593.6
USGS	02091500	00060	85389	2003	10	471.7
USGS	02091500	00060	85389	2003	11	999.0
USGS	02091500	00060	85389	2003	12	1665
USGS	02091500	00060	85389	2004	1	607.0
USGS	02091500	00060	85389	2004	2	1092
USGS	02091500	00060	85389	2004	3	815.4
USGS	02091500	00060	85389	2004	4	504.6
USGS	02091500	00060	85389	2004	5	1075
USGS	02091500	00060	85389	2004	6	454.6
USGS	02091500	00060	85389	2004	7	391.4
USGS	02091500	00060	85389	2004	8	661.2
USGS	02091500	00060	85389	2004	9	1317
USGS	02091500	00060	85389	2004	10	327.2
USGS	02091500	00060	85389	2004	11	406.9
USGS	02091500	00060	85389	2004	12	536.4
USGS	02091500	00060	85389	2005	1	834.1
USGS	02091500	00060	85389	2005	2	588.7
USGS	02091500	00060	85389	2005	3	1238
USGS	02091500	00060	85389	2005	4	1270
USGS	02091500	00060	85389	2005	5	750.1
USGS	02091500	00060	85389	2005	6	252.8
USGS	02091500	00060	85389	2005	7	183.0
USGS	02091500	00060	85389	2005	8	233.3
USGS	02091500	00060	85389	2005	9	68.0
USGS	02091500	00060	85389	2005	10	270.1
USGS	02091500	00060	85389	2005	11	193.7
USGS	02091500	00060	85389	2005	12	734.1
USGS	02091500	00060	85389	2006	1	798.9
USGS	02091500	00060	85389	2006	2	513.9
USGS	02091500	00060	85389	2006	3	343.4
USGS	02091500	00060	85389	2006	4	285.0
USGS	02091500	00060	85389	2006	5	498.3
USGS	02091500	00060	85389	2006	6	1156
USGS	02091500	00060	85389	2006	7	605.9
USGS	02091500	00060	85389	2006	8	257.9
USGS	02091500	00060	85389	2006	9	2071
USGS	02091500	00060	85389	2006	10	422.9
USGS	02091500	00060	85389	2006	11	2435
USGS	02091500	00060	85389	2006	12	1431
USGS	02091500	00060	85389	2007	1	1675
USGS	02091500	00060	85389	2007	2	941.3
USGS	02091500	00060	85389	2007	3	688.6
USGS	02091500	00060	85389	2007	4	623.4
USGS	02091500	00060	85389	2007	5	207.1
USGS	02091500	00060	85389	2007	6	131.0
USGS	02091500	00060	85389	2007	7	137.5
USGS	02091500	00060	85389	2007	8	84.4
USGS	02091500	00060	85389	2007	9	70.8
USGS	02091500	00060	85389	2007	10	75.5
USGS	02091500	00060	85389	2007	11	65.5
USGS	02091500	00060	85389	2007	12	238.6
USGS	02091500	00060	85389	2008	1	343.0
USGS	02091500	00060	85389	2008	2	689.8
USGS	02091500	00060	85389	2008	3	1150
USGS	02091500	00060	85389	2008	4	1073
USGS	02091500	00060	85389	2008	5	495.3
USGS	02091500	00060	85389	2008	6	98.2
USGS	02091500	00060	85389	2008	7	81.4
USGS	02091500	00060	85389	2008	8	40.2
USGS	02091500	00060	85389	2008	9	232.4
USGS	02091500	00060	85389	2008	10	183.3
USGS	02091500	00060	85389	2008	11	397.9
USGS	02091500	00060	85389	2008	12	614.0
USGS	02091500	00060	85389	2009	1	676.1
USGS	02091500	00060	85389	2009	2	420.7
USGS	02091500	00060	85389	2009	3	1655
USGS	02091500	00060	85389	2009	4	969.8
USGS	02091500	00060	85389	2009	5	444.8
USGS	02091500	00060	85389	2009	6	454.2
USGS	02091500	00060	85389	2009	7	138.8
USGS	02091500	00060	85389	2009	8	126.1
USGS	02091500	00060	85389	2009	9	93.4
USGS	02091500	00060	85389	2009	10	76.6
USGS	02091500	00060	85389	2009	11	430.3
USGS	02091500	00060	85389	2009	12	1167
USGS	02091500	00060	85389	2010	1	1475
USGS	02091500	00060	85389	2010	2	2428
USGS	02091500	00060	85389	2010	3	1122
USGS	02091500	00060	85389	2010	4	1131
USGS	02091500	00060	85389	2010	5	512.8
USGS	02091500	00060	85389	2010	6	322.4
USGS	02091500	00060	85389	2010	7	78.2
USGS	02091500	00060	85389	2010	8	110.4
USGS	02091500	00060	85389	2010	9	116.7
USGS	02091500	00060	85389	2010	10	1204
USGS	02091500	00060	85389	2010	11	187.6
USGS	02091500	00060	85389	2010	12	268.8
USGS	02091500	00060	85389	2011	1	296.7
USGS	02091500	00060	85389	2011	2	477.4
USGS	02091500	00060	85389	2011	3	488.6
USGS	02091500	00060	85389	2011	4	719.5
USGS	02091500	00060	85389	2011	5	231.8
USGS	02091500	00060	85389	2011	6	68.8
USGS	02091500	00060	85389	2011	7	238.3
USGS	02091500	00060	85389	2011	8	574.6
USGS	02091500	00060	85389	2011	9	742.0
USGS	02091500	00060	85389	2011	10	167.8
USGS	02091500	00060	85389	2011	11	347.6
USGS	02091500	00060	85389	2011	12	331.1
USGS	02091500	00060	85389	2012	1	501.3
USGS	02091500	00060	85389	2012	2	618.6
USGS	02091500	00060	85389	2012	3	815.2
USGS	02091500	00060	85389	2012	4	469.7
USGS	02091500	00060	85389	2012	5	606.8
USGS	02091500	00060	85389	2012	6	256.5
USGS	02091500	00060	85389	2012	7	223.3
USGS	02091500	00060	85389	2012	8	573.5
USGS	02091500	00060	85389	2012	9	309.1
USGS	02091500	00060	85389	2012	10	291.8
USGS	02091500	00060	85389	2012	11	146.5
USGS	02091500	00060	85389	2012	12	352.0
USGS	02091500	00060	85389	2013	1	760.3
USGS	02091500	00060	85389	2013	2	886.2
USGS	02091500	00060	85389	2013	3	894.0
USGS	02091500	00060	85389	2013	4	446.6
USGS	02091500	00060	85389	2013	5	341.5
USGS	02091500	00060	85389	2013	6	1284
USGS	02091500	00060	85389	2013	7	2622
USGS	02091500	00060	85389	2013	8	257.9
USGS	02091500	00060	85389	2013	9	273.6
USGS	02091500	00060	85389	2013	10	189.7
USGS	02091500	00060	85389	2013	11	203.4
USGS	02091500	00060	85389	2013	12	724.0
USGS	02091500	00060	85389	2014	1	1659
USGS	02091500	00060	85389	2014	2	1361
USGS	02091500	00060	85389	2014	3	1349
USGS	02091500	00060	85389	2014	4	1319
USGS	02091500	00060	85389	2014	5	1875
USGS	02091500	00060	85389	2014	6	389.5
USGS	02091500	00060	85389	2014	7	647.7
USGS	02091500	00060	85389	2014	8	1082
USGS	02091500	00060	85389	2014	9	1161
USGS	02091500	00060	85389	2014	10	654.7
USGS	02091500	00060	85389	2014	11	386.4
USGS	02091500	00060	85389	2014	12	1448
USGS	02091500	00060	85389	2015	1	2612
USGS	02091500	00060	85389	2015	2	1198
USGS	02091500	00060	85389	2015	3	2216
USGS	02091500	00060	85389	2015	4	1810
USGS	02091500	00060	85389	2015	5	921.7
